id,project,subject,description,author,created_on,updated_on,assignee,status,priority
260,cerowrt,"WAN port won't DHCP successfully (it would not receive packets, but would transmit them)","In smoketest 4 of RC6, the WAN port would not DHCP on my local network; which is a bit of a mess.

It was plugged into a DLINK DGS-2208 Gigabit switch, which is plugged into a 100Mbit switch, which is plugged into a WNDR3700v2 (running the Bismark build).

Hypothesis: it might have problems if it sees ethernet pause frames.  I first became aware of pause frames when I saw them in a wireshark capture I took off this switch last fall.

My laptops dhcp off this switch just fine, FWIW.",Jim Gettys,2011-09-01 19:42:41.749982,2012-04-21 12:27:41.601628,David Taht,Closed,High
448,cerowrt,pimd is running away on interior router,"I installed two interior routers.  I noticed that the load was always above 1 on those routers (the exterior gateway was ok), pimd was the culprit.

I disabled pimd, which doesn't have much use at the moment (since I don't use IPv6 multicast applications).  And as we don't have hnetd atm to delegate IPv6 prefixes and I'm not bothering to try, this is a theory as to why pimd is only running away on the interior routers; the exterior router has global IPv6 addresses.

Attached are dmesg.txt and logread.txt files of the complaints it is producing.

",Jim Gettys,2014-09-12 13:13:53.415661,2014-09-12 13:17:23.672091,David Taht,New,High
332,cerowrt,the new SFQ with low limits and many flows exhibits starvation issues,"I am getting some reports of SFQ's new 'head drop' orientation causing starvation.

More details to come",Dave Täht,2012-01-30 15:11:44.874403,2012-04-19 23:58:46.024682,David Taht,Closed,Urgent
229,cerowrt,Renumbering interfaces is painful via the web interface,"with 6 interfaces, and a dns server, and access to the router controlled by iptables and xinetd, it's hard to renumber interfaces to have a different subnet allocation - and ipv6 is also problematic.

I have a simple script that does 95% of the work that could be improved to also be accessible via luci ""renumber/rename home network"" - which would eliminate the tedium.",Dave Täht,2011-08-16 16:29:40.789743,2012-04-21 13:11:32.502325,David Taht,New,High
295,cerowrt,"Fwd: netem: Gilbert, Simple Gilbert, Bernouli loss model broken","-------- Original Message --------
Subject: 	netem: Gilbert, Simple Gilbert, Bernouli loss model broken
Date: 	Tue, 8 Nov 2011 12:40:29 +0100
From: 	Marcus Wermuth <marcus.wermuth@gmail.com>
To: 	netdev@vger.kernel.org



Hey,

I wanted to try the netem extension to setup a loss via Gilbert,
Simple Gilbert, Bernouli loss model[1]. Kernel support is included
since several releases. But configuration as demonstrated in [1] does
not work at all. It seems that the userspace part in iproute is
missing, the original patch from the authors does not work.

Does anybody know about that?

Bye, Marcus

(I'm not subscribed to netdev-list)

[1] http://netgroup.uniroma2.it/twiki/bin/view.cgi/Main/NetemCLG",David Taht,2011-11-08 03:49:36.53016,2012-04-20 00:04:11.357171,David Taht,Closed,Normal
290,cerowrt,Fwd: [RFC] ipv6 over wireless classification issue?,"-------- Original Message --------
Subject: 	[RFC] ipv6 over wireless classification issue?
Date: 	Sun, 23 Oct 2011 12:23:25 +0200
From: 	David Täht <dave.taht@gmail.com>
Organization: 	Bufferbloat.net
To: 	bloat-devel@lists.bufferbloat.net, ""linux-wireless@vger.kernel.org"" 
<linux-wireless@vger.kernel.org>



After slowly working my way down from verifying the apps to ECN handling
and up from the drivers... I've been (also) slowly working on getting
wireless qos/aqms to work better, on ipv6. (I need to get to having a
spectrum analyzer or better instrumentation...) I was puzzled about dscp
marked ipv6 packets responding differently.

Perhaps this is it. I'm not making this a commit yet (untested code!)

d@cruithne:~/git/linux-2.6/include$ git diff
diff --git a/net/wireless/util.c b/net/wireless/util.c
index be75a3a..a11c5f2 100644
--- a/net/wireless/util.c
+++ b/net/wireless/util.c
@@ -658,6 +658,12 @@ unsigned int cfg80211_classify8021d(struct sk_buff
*skb)
          case htons(ETH_P_IP):
                  dscp = ip_hdr(skb)->tos&  0xfc;
                  break;
+       case htons(ETH_P_IPV6):
+               dscp = ipv6_get_dsfield(ipv6_hdr(skb))&  0xfc;
+               break;
+       case htons(ETH_P_ARP):
+               dscp = 4<<5;
+               break;
          default:
                  return 0;
          }


A) Elsewhere in the stack ipv4_get_dsfield is the equivalent of the
ip_hdr(skb)->tos&  0xfc line
B) It appears ipv6_get_dsfield is safe to call from non-ipv6 enabled
systems

So my thought would be to also harmonize this with ipv4_get_dsfield...

C) And I doubt that slamming arp packets into the VI queue would be
acceptable yet (as per the ANTs discussion of a few months back, ARP,
ND, RA, RS, DHCP, and possibly DNS, ssh (marked interactive), etc might
do better in the VI queue)
(however this part of the patch is not relevant to the IPv6 issue, it's
just the patch I wanted to try)

D) Lastly, Later on in this function only dscp's first 3 bits (CS0 -
CS7) are used to classify packets into the queues, where a mildly saner
version would use a lookup table to also do sane things with the
'immediate' bit, perhaps settable via userspace from via sysfs, sysctl,
or proc.",David Taht,2011-10-23 03:30:13.796752,2012-04-21 13:16:44.904828,David Taht,In Progress,Normal
288,cerowrt,Duplicate pings bother me,"In a recent experiment with cerowrt, some duplicate pings were seen, largely when the network was otherwise idle. 

I am really hard pressed to think of circumstances where seeing duplicate pings can happen, given the various forms of ARQ and block acks built into 802.11n. The fact that it was happening on an idle (2 hop) network implies (to me) that single packet transfers may have an issue in retries that multipacket transfers do not. 

Things that tweak me on this topic were the recent sack related analysis and dan's work on coverfire

http://www.coverfire.com/archives/2011/10/15/linux-flow-classifier-proto-dst-and-tos/

which pointed to oddball packets being mishandled elsewhere in the stack. The experiment was otherwise successful, showing a distinct improvement in latency when a txqueuelen of 37 was used vs a txqueuelen of 1000, on the router, and for all I know there ARE circumstances in 802.11n where you will see duplicate packets... but interestingly, no dups were seen in the txqueuelen 1000 test.

Further experiments are needed.


d@cruithne:~/org/lincstalk/bbloat$ grep -A 1 -B 1 DUP p1.txt # this was the txqueuelen 37 test:

64 bytes from 172.26.0.3: icmp_seq=67 ttl=63 time=1.237 ms
64 bytes from 172.26.0.3: icmp_seq=67 ttl=63 time=67.926 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=68 ttl=63 time=1.503 ms
--
64 bytes from 172.26.0.3: icmp_seq=104 ttl=63 time=2.624 ms
64 bytes from 172.26.0.3: icmp_seq=104 ttl=63 time=108.333 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=105 ttl=63 time=14.603 ms
--
64 bytes from 172.26.0.3: icmp_seq=115 ttl=63 time=1.543 ms
64 bytes from 172.26.0.3: icmp_seq=115 ttl=63 time=72.641 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=116 ttl=63 time=60.502 ms
--
64 bytes from 172.26.0.3: icmp_seq=194 ttl=63 time=1.948 ms
64 bytes from 172.26.0.3: icmp_seq=194 ttl=63 time=169.254 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=195 ttl=63 time=1.486 ms
--
64 bytes from 172.26.0.3: icmp_seq=229 ttl=63 time=1.585 ms
64 bytes from 172.26.0.3: icmp_seq=229 ttl=63 time=75.449 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=230 ttl=63 time=3.115 ms
--
64 bytes from 172.26.0.3: icmp_seq=259 ttl=63 time=1.574 ms
64 bytes from 172.26.0.3: icmp_seq=259 ttl=63 time=77.107 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=260 ttl=63 time=1.253 ms
--
64 bytes from 172.26.0.3: icmp_seq=376 ttl=63 time=1.761 ms
64 bytes from 172.26.0.3: icmp_seq=376 ttl=63 time=78.557 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=377 ttl=63 time=1.333 ms
--
64 bytes from 172.26.0.3: icmp_seq=497 ttl=63 time=1.681 ms
64 bytes from 172.26.0.3: icmp_seq=497 ttl=63 time=72.170 ms (DUP!)
64 bytes from 172.26.0.3: icmp_seq=498 ttl=63 time=5.078 ms
",Dave Täht,2011-10-21 19:01:21.250368,2012-04-21 12:38:25.899303,David Taht,Closed,Normal
376,cerowrt,Fwd: [PATCH] tcp: fix infinite cwnd in tcp_complete_cwr(),"grumble


---------- Forwarded message ----------
From: Yuchung Cheng <ycheng@google.com>
Date: Sat, Apr 28, 2012 at 12:04 PM
Subject: [PATCH] tcp: fix infinite cwnd in tcp_complete_cwr()
To: davem@davemloft.net, ilpo.jarvinen@helsinki.fi
Cc: ncardwell@google.com, nanditad@google.com, netdev@vger.kernel.org,
Yuchung Cheng <ycheng@google.com>


When the cwnd reduction is done, ssthresh may be infinite
if TCP enters CWR via ECN or F-RTO. If cwnd is not undone, i.e.,
undo_marker is set, tcp_complete_cwr() falsely set cwnd to the
infinite ssthresh value. The correct operation is to keep cwnd
intact because it has been updated in ECN or F-RTO.

Signed-off-by: Yuchung Cheng <ycheng@google.com>
---
 net/ipv4/tcp_input.c |    8 +++++---
 1 files changed, 5 insertions(+), 3 deletions(-)

diff --git a/net/ipv4/tcp_input.c b/net/ipv4/tcp_input.c
index c93b0cb..ac417de 100644
--- a/net/ipv4/tcp_input.c
+++ b/net/ipv4/tcp_input.c
@@ -2868,11 +2868,13 @@ static inline void tcp_complete_cwr(struct sock *sk)

       /* Do not moderate cwnd if it's already undone in cwr or recovery. */
       if (tp->undo_marker) {
-               if (inet_csk(sk)->icsk_ca_state == TCP_CA_CWR)
+               if (inet_csk(sk)->icsk_ca_state == TCP_CA_CWR) {
                       tp->snd_cwnd = min(tp->snd_cwnd, tp->snd_ssthresh);
-               else /* PRR */
+               } else if (tp->snd_ssthresh < TCP_INFINITE_SSTHRESH) {
+                       /* PRR algorithm. */
                       tp->snd_cwnd = tp->snd_ssthresh;
-               tp->snd_cwnd_stamp = tcp_time_stamp;
+                       tp->snd_cwnd_stamp = tcp_time_stamp;
+               }
       }
       tcp_ca_event(sk, CA_EVENT_COMPLETE_CWR);
 }",David Taht,2012-04-28 16:17:28.070426,2014-06-24 19:59:47.797586,David Taht,Closed,High
202,cerowrt,STA mode is broken,Configuring for sta mode does not appear to work,Dave Täht,2011-07-10 15:50:32.126841,2011-08-03 04:48:27.265733,David Taht,Closed,Urgent
392,cerowrt,/tmp/log/babled.log grows and grows....,"My router had become very unstable: it would lock up and I would often try rebooting to no avail.  When I say ""lock up"", I mean I could no longer send packets via the wireless interfaces (or get a new address from it); the box would continue to forward packets from another router just fine.

Specifically, the router has been running 3.3.0-rc6 and is a WNDR3700v2.

On the theory I should try to figure out what happened after CeroWrt had been up for a long time, I suffered in silence.

Today, in response to mail on the cerowrt mailing list, I finally noticed that /tmp/log/babeld.log was huge.
-rw-r--r--    1 root     root        247936 May 24 12:27 babeld.log

As /tmp is a tmpfs, I suspect that this may be the cause of the unstableness.


root@gw-main:/tmp/log# tail babeld.log
Couldn't determine channel of interface gw00: Invalid argument.
Couldn't determine channel of interface gw10: Invalid argument.
Couldn't determine channel of interface gw00: Invalid argument.
Couldn't determine channel of interface gw10: Invalid argument.
Couldn't determine channel of interface gw00: Invalid argument.
Couldn't determine channel of interface gw10: Invalid argument.
Couldn't determine channel of interface gw00: Invalid argument.
Couldn't determine channel of interface gw10: Invalid argument.
Couldn't determine channel of interface gw00: Invalid argument.
Couldn't determine channel of interface gw10: Invalid argument.

Gives us another clue.

I should have squirreled away a copy of the whole file before nuking it, but I didn't.  /me bad.
",Jim Gettys,2012-05-24 09:45:34.091184,2014-06-24 19:56:56.013872,David Taht,Closed,High
336,cerowrt,Fwd: [PATCH 04/15] brcm80211: smac: fix endless retry of A-MPDU transmissions,"seeing this sort of stuff get fixed always cheers me up.

what I wonder about if is there a way to simulate radio issues like this
against j.random hardware so as to be able to finger the problem
via black box means.


---------- Forwarded message ----------
From: Arend van Spriel <arend@broadcom.com>
Date: Thu, Feb 9, 2012 at 9:08 PM
Subject: [PATCH 04/15] brcm80211: smac: fix endless retry of A-MPDU
transmissions
To: linville@tuxdriver.com
Cc: linux-wireless@vger.kernel.org, Arend van Spriel
<arend@broadcom.com>, Stanislaw Gruszka <sgruszka@redhat.com>


The A-MPDU code checked against a retry limit, but it was using
the wrong variable to do so. This patch fixes this to assure
proper retry mechanism.

This problem had a side-effect causing the mac80211 flush callback
to remain waiting forever as well. That side effect has been fixed
by commit by Stanislaw Gruszka:

commit f96b08a7e6f69c0f0a576554df3df5b1b519c479
Date:   Tue Jan 17 12:38:50 2012 +0100

   brcmsmac: fix tx queue flush infinite loop

   Reference:
   https://bugzilla.kernel.org/show_bug.cgi?id=42576

Cc: Stanislaw Gruszka <sgruszka@redhat.com>
Reviewed-by: Pieter-Paul Giesberts <pieterpg@broadcom.com>
Reviewed-by: Alwin Beukers <alwin@broadcom.com>
Signed-off-by: Arend van Spriel <arend@broadcom.com>
---
 drivers/net/wireless/brcm80211/brcmsmac/ampdu.c |    6 +-----
 1 files changed, 1 insertions(+), 5 deletions(-)

diff --git a/drivers/net/wireless/brcm80211/brcmsmac/ampdu.c
b/drivers/net/wireless/brcm80211/brcmsmac/ampdu.c
index d89dcb1..c1ce831 100644
--- a/drivers/net/wireless/brcm80211/brcmsmac/ampdu.c
+++ b/drivers/net/wireless/brcm80211/brcmsmac/ampdu.c
@@ -1051,17 +1051,13 @@ brcms_c_ampdu_dotxstatus_complete(struct
ampdu_info *ampdu, struct scb *scb,
               }
               /* either retransmit or send bar if ack not recd */
               if (!ack_recd) {
-                       struct ieee80211_tx_rate *txrate =
-                           tx_info->status.rates;
-                       if (retry && (txrate[0].count < (int)retry_limit)) {
+                       if (retry && (ini->txretry[index] < (int)retry_limit)) {
                               ini->txretry[index]++;
                               ini->tx_in_transit--;
                               /*
                                * Use high prededence for retransmit to
                                * give some punch
                                */
-                               /* brcms_c_txq_enq(wlc, scb, p,
-                                * BRCMS_PRIO_TO_PREC(tid)); */
                               brcms_c_txq_enq(wlc, scb, p,
                                               BRCMS_PRIO_TO_HI_PREC(tid));
                       } else {",David Taht,2012-02-09 12:14:45.984382,2012-04-21 12:35:49.827596,David Taht,Closed,Normal
196,cerowrt,Adding netem support to simulate latency,"Netem looks very useful to simulate latency and packet loss.

http://www.linuxfoundation.org/collaborate/workgroups/networking/netem

I've added support for it to the cerowrt and cerowrt-dbg builds, and proposed a package for openwrt.

https://dev.openwrt.org/ticket/8839#comment:3",Dave Täht,2011-06-05 05:27:57.539922,2013-01-29 20:57:09.837332,Jim Gettys,Closed,Normal
276,cerowrt,JetDirect protocol does not seem to be working between networks,"There is some sort of discovery protocol that JetDirect uses (or at least the Linux printing system uses to discover printers on the net).

This does not seem to be working; whether it can/should work in a routed world is less clear.

I don't see this as highly important right now, but maybe someday...",Jim Gettys,2011-09-22 15:32:30.481389,2012-04-20 00:02:57.502594,Jim Gettys,Closed,High
118,cerowrt,SFB requires a new iproute2,"While you can use SFB without a newer tc, it helps to control it better if you have a new tc.

The tc utility is heavily dependended on by other tools, so instead of using a separate feed for it, we need to patch openwt.",Dave Täht,2011-05-07 21:33:42.976515,2013-03-27 23:32:04.802588,Jim Gettys,Closed,Normal
28,sysadmin,Outiline of some topics,"[[bloat:Outline]]
(This is more or less hidden, you can only get to it via the titles index)

Feel free to review where to go with it.

I started pounding through urls and references but I gotta admit that xml,html,and wiki conversions to textile is tedious. 

I ran out of steam tonight. Will resume in the morning. It was a good test of the interactivity of the wiki.I only crashed it once.",Dave Täht,2011-01-26 20:59:47.513043,2011-01-27 08:50:50.962625,Jim Gettys,New,Normal
32,sysadmin,kernel build cluster,"It would improve cycle/test times if we could find a clustering solution/provider that we could light up for kernel builds. 

My usual inclination is to find someone willing to donate time, but I suspect that even one large EC2 instance would help.",Dave Täht,2011-02-01 09:13:16.440476,2011-02-01 09:36:19.17417,Jim Gettys,New,Normal
29,sysadmin,Load testing results,"after only achieving 2.5 req/sec via SSL, and being scared of a slashdotting, I did some more load testing,
this time against SSL and non-SSL between siwa and shipka/

2.5 req/sec for SSL (77% of cpu in apache, 500ms latency)
10 req/sec (77% of cpu in ruby, 60 ms latency) 

The bottleneck has now moved to the ruby process(es). Sigh. I guess I will have to look over passenger more.
I trust fcgi. Given the effect on permissions problems, etc, switching at this late date scares me. 

This was a lot closer to my original goal of 50,000 hits/hr

I've enabled both https and http for now.

I do note that the ping test does not test overall real throughput, as it really only exercises a connection attempt.

The results with -Q turned on (persistent requests) were nearly identical however. (60 ms latencies), so I would think the end comparison against the real site would be much closer in results as it makes multiple requests per page. 

I would still like it very much if we could force logined users to be running over the SSL connection. And maybe an SSL certificate with less bits would be faster and still make me feel comfortable with putting mission critical data on redmine.

",Dave Täht,2011-01-26 21:46:08.754388,2011-01-26 22:07:50.789475,Jim Gettys,New,Normal
30,sysadmin,Add reduced bufferbloat logo & Creative commons attributio n,"need the jigsawfish logo on the front page, (reduced somewhat ) and when editing new pages, suggest the creative commons license, and default to that.


(I don't want to use an external link for the images, however)",Dave Täht,2011-01-27 10:26:31.094573,2011-01-27 13:54:27.949953,Jim Gettys,In Progress,Normal
281,cerowrt,Bind configuration needs Lucification.,"Right now, entering, for example, upstream name servers into the Luci page for configuration doesn't work.  This gets people both in corporate environments (since the local name servers may show domains not publicly available), and for configuring things
like Comcast's nice DNSSEC capable name servers.

So we need to get bind properly integrated into the UI.

As far as exactly what to do for this particular problem, this captures a quick conversation:

<pre>
<dtaht99>  chroot/etc/bind/conf/forwarders.conf
<dtaht99> uncomment named.conf's forwarders line
<dtaht99> walla
<dtaht99> edit /etc/bind/conf/forwarders.conf
<dtaht99> to point at those
<dtaht99> have a script rewrite them if needed
<jg> ok; seems like a plan.
</pre>
",Jim Gettys,2011-09-27 12:40:37.411936,2011-11-18 07:44:05.649371,Jim Gettys,New,High
210,cerowrt,setting ring buffer size below 64 via ethtool on the ar71xx hangs the driver at gigE speeds,"If the wan is on gigE and IF you are getting serious network traffic before you run ethtool, the ring buffer doesn't get updated right, and you stop getting traffic at 7 packets. Worse, ethtool runs AFTER dhcp, so you do get a valid ip address, then ethtool -g tx 4 runs and locks up the card.

This showed up in our testing in the last couple days. You unplug and replug, it sets up the driver right that time, and life is good, and we achieve 100+Mbit/sec speeds with VERY low latency. 

I can duplicate it every time now, but was faarrrr too tired after debugging the problem for 2 days straight to figure out where it was, but I think it should be easy to find.

Basically, the debloat package in cerowrt would trigger it - but only under those circumstances. Saw it, maybe, rarely, on 100Mbit on the wan port. It explains a lot - reports of dhcp problems, etc, etc.
",Dave Täht,2011-07-16 14:09:54.139672,2012-04-21 12:35:46.893731,Jim Gettys,Closed,High
41,bloat,Battlemesh - Jim Gettys appearance ,"Jim Gettys will be giving two talks at the upcoming ""Battlemesh conference"":http://battlemesh.org/BattleMeshV4/Agenda March 16-19, in 
Sant Bartomeu del Grau (SBG for short), near Barcelona, Catalunia, Spain. 

One will be a condensed version of the existing Bell Labs bufferbloat talk, the other will be about OLPC meltdowns. 

There are also interesting talks scheduled about babel-z, the mesh potato, and other topics of interest to the mesh networking community.

Not to mention the battle of the mesh technologies! I have some hope that the best debloated router will win!",Dave Täht,2011-03-05 10:26:14.143724,2011-03-21 14:03:11.31623,Jim Gettys,Closed,Normal
261,cerowrt,home.lan should always be in the DNS search list.,"Along with whatever domain the router is serving...

In any case, after the installation, the router isn't serving thegettys.net in its dns search path.

I'm not 100% sure about this though.",Jim Gettys,2011-09-02 17:06:54.146416,2011-11-18 09:08:11.427535,Jim Gettys,New,Normal
248,cerowrt,Failure to meet expectations,"Why is it, that despite trying to get testers to be interested in - for example, trying babel and mesh routing on the extra interfaces... or configuring their own web server... running dns and dnssec... or playing with the cerowrt web proxy... or doing network bandwidth and latency under load tests... or reporting back on the quality of the wifi interface... playing with ahcp... or seeing the utility of having a guest interface... etc?

I'm not whining, I just had hoped we'd tried hard enough to encourage folk to do things differently with what we were trying to do and documented, here:

http://jupiter.lab.bufferbloat.net/cerowrt/about.html

http://jupiter.lab.bufferbloat.net/cerowrt/features.html

To get peeps fiddling with that stuff rather than fitting the whole smeer into their pre-conceptions of how to do this stuff.

So I'm willing to try and address all these 'it's not the same as a normal router' issues, but trying to change at least a few of those preconceptions along the way would be helpful. Ideas?",Dave Täht,2011-08-23 15:23:28.678389,2012-04-21 12:31:50.770085,Jim Gettys,New,Normal
282,cerowrt,Build ceroWRT,"Hi all!

I try to build cerowrt with script ""build_cero.sh init"" but this script give me an error:


Resolving deltas: 100% (1270/1270), done.
Initialized empty Git repository in /home/marc/cerofiles/src/cerowrt/.git/
warning: remote HEAD refers to nonexistent ref, unable to checkout.

Building sub-repositories
./build_cero.sh: line 47: ./scripts/env: No such file or directory
./build_cero.sh: line 48: cd: env: No such file or directory
fatal: Couldn't find remote ref master
./build_cero.sh: line 51: cd: /root/src/cerowrt/files: No such file or directory
cat: /root/src/cerowrt/env/dirs.list: No such file or directory
mkdir: missing operand
Try `mkdir --help' for more information.
feeds.conf hates ~ syntax
cat: env/feeds.remote.conf: No such file or directory
updating feeds
./build_cero.sh: line 63: ./scripts/feeds: No such file or directory
cat: env/packages.list: No such file or directory
./build_cero.sh: line 64: ./scripts/feeds: No such file or directory
cp: cannot stat `.config': No such file or directory
make: *** No rule to make target `defconfig'.  Stop.
cat: .config: No such file or directory
cat: config.orig: No such file or directory


I don't know if this is the correct site to post my problem..",Marc Franco,2011-09-30 01:49:33.400624,2012-03-26 07:15:23.550633,Jim Gettys,In Progress,Normal
122,cerowrt,DNSSec enabled and split dns enabled default setup,"with a DNSSec enabled and split dns enabled default setup that ""just worked"" out of the box, bind could be an adaquate substitute and superset for dnsmasq in the name services case.

That said dnsmasq has a much tighter integration with dhcp than we do at present.

On the gripping hand, it would be a great proof of concept",Dave Täht,2011-05-07 23:13:31.48673,2012-04-21 12:42:07.061322,Jim Gettys,Feedback,Normal
233,cerowrt,BIND 9 behaves REALLY REALLY badly when in a walled garden,"When I am in this hotel, where DNS (and most packets) are blocked off-net until I click through a captive portal, BIND 9 will not resolve any names, and my laptop cannot either.

I propose that some checking script be in place which does a DNS lookup to the ge00-provided name server addresses, and if it returns data, then BIND be configured normally.  If this look-up fails, BIND should be configured as a forwarder to the dhcp-provided name servers.",Michael Graff,2011-08-17 20:30:51.585291,2011-11-18 08:31:18.428392,Jim Gettys,In Progress,High
11,sysadmin,Existing Database dumps,"Given the amount of text in the bufferbloat catagory thus far it seems apparent that the dump you gave me was the wrong one, because none of that was in there. 

If you have a great deal of data left in it, I can help slam it online, if you dump it.

Similarly a plain text dump of your wordpress db.

Also, all I saw of the old site last night was 2 issues in the sysadm catagory.

 ",Dave Täht,2011-01-24 08:42:20.847226,2011-03-22 07:19:43.876992,Jim Gettys,In Progress,Normal
211,uberwrt,"cerowrt-chrome breaks on firefox 3.6.17, 3.6.18 and CSS is mildy borked regardless","On safari and chrome the on-board web pages work, except that the css shows the nav bar mildly wrong.

On firefox 3.6.17 and 3.6.18, however, it is making links look like centered menus...

",Dave Täht,2011-07-16 14:16:36.150219,2011-07-19 11:00:17.281899,Jim Gettys,Closed,Normal
412,cerowrt,dansguardian is needed....,"For those of us with kids...

Polipo can easily be configured to use it, it appears, and dansguardian is in OpenWrt already.
",Jim Gettys,2012-10-25 17:31:23.273895,2014-05-14 11:36:30.532729,Jim Gettys,Closed,High
25,sysadmin,Get off of the existing DNS provider,"I mean, they probably have a nice wysiwig gui but sending mispellings to an ad server has made me mildly nuts.

I misspelt siwa as sima once and nearly trashed part of the system as I ended up on shipka without noticing it.

Additionally:

They return entirely bogus ipv6 records on a misspelling. Worse, if I use ""search bufferbloat.net"", they ALWAYS return a bogus ipv6 record, making lookups to anywhere, like us.ubuntu.com fail, initially, and fall back to ipv4.

At one level I remain glad we did this with ipv6 included. It was and remains a good experiment. I had no idea that normal people had to cope with this level of marketing driven stupidity all over the internet, nor how bad it will affect the ipv6 rollout. 

At another level I want to go visit the guys borking how DNS is supposed to work, and shoot them all in the head. It would be intensely satisfying and well worth the lifetime jail term. Spammers are more elusive than these guys... 

If there is a way to move off of their DNS servers and onto something we can control better (w/geodns) I'm all in favor of it. 

Regrettably, I still maintain my own servers with pure bind9 text files, no web interface... 
",Dave Täht,2011-01-26 15:37:41.754112,2011-04-20 10:57:47.258166,Jim Gettys,In Progress,High
24,sysadmin,http://mirrors.bufferbloat.net,"I'll set this up to point to your /home/jg/public_html dir

As for DNS records, lets' go easy on the non ipv6 folk and do:

mirrors.bufferbloat.net IN AAAA 2001:4f8:3:36:2e0:81ff:fe23:90d3
                        IN A 149.20.54.82
                        IN A 149.20.54.81
                        IN A 149.20.54.64

And any other places you'd want it to go. 

If you want I'll mirror it on my comcast link... 

75.145.127.229

you can put it on yours too

I'm ALL in favor of using redmine... but for video/audio... and a slashdotting.... not so much.
",Dave Täht,2011-01-26 14:35:05.864694,2011-01-26 16:37:51.441828,Jim Gettys,Closed,Normal
7,sysadmin,Set up backup disc for rsync daemon backup,"I need to format the disk, install rsyncd, and create backup.bufferbloat.net to point at it.",Jim Gettys,2011-01-23 18:50:42.037412,2011-01-26 17:44:05.870465,Jim Gettys,Closed,Normal
10,sysadmin,DNS addition for admin.bufferbloat.net,"I'd like admin.bufferbloat.net to point to:

2001:4f8:3:36:208:54ff:fe2e:16b5

(this is the ""spare"" ipv6 address for siwa)

I will hang various tools off of that. 

so while you are doing backup.bufferbloat.net... 

And if you care, I can lock down stuff even harder, restricting ssh to a range of ip adddresses, etc. Personally I'm happy with my port 222 trick. ",Dave Täht,2011-01-23 19:06:17.510966,2011-01-24 14:21:11.074437,Jim Gettys,Closed,Normal
17,sysadmin,Add Workflow statuses - TEST and DEPLOY,"Adopting this morning's affair for rhetorical purposes:

""In progress"" is not quite enough coverage of statuses. The 
actual progress of a bug is helpful. In particular (assuming there 
is a way to notify the other groups on a status change) it 
lets you throw the bug over the wall to the next guy...

So for example, the reporter (you) should have been able to move 
the status along to TEST or DEPLOY but closing the bug itself?

not helpful, since I'm the guy that has to do those two tasks, and
seeing the bug closed means (to me) it's entirely solved.

So I would suggest adding these two to the workflow

Test
Deploy

And it would be great if changing this status triggered a notification
to that ""group"". of one. at present.

From my understanding of ""activity"" it was ""what was done"" rather than status.

There are other common resolutions/statuses of bugs common out there, besides ""closed""

WONTFIX
NOFIX
WAIT - stuck on an external factor
(I really like this one as it happens a lot and generally needs managerial attention)
Duplicate
CNCL  
RTFM 
NOTABUG

There seems to be an ability to add custom fields, not sure the
right way to do this...

(and yea, this is why my gtd inspired org-mode looks like it does. 
 WAIT in particular - stuck tasks are project killers. 

 I'll also do things like have an automated script move stuff that has 
 started but has no progress for X time - and a deadline - from it's current status
 to STCK (stuck) to keep the manager/assignee on his toes.

yes, I even use 4 letter codes, it saves on screen space and eyeball time.

Not that I expect any/all my ideas to be accepted, nor do I want to complicate matters overmuch. fully closing bugs holds great satisfaction to me, too.",Dave Täht,2011-01-25 08:55:07.02948,2011-01-25 08:55:07.02948,Jim Gettys,New,Normal
