issue_id,author,created_on,notes
304,Dave Täht,2011-11-25 07:15:41.548761,"To be more clear, the majority of my *tests* have been using a router as an endpoint, to eliminate the variables introduced by using other devices as endpoints. 

Secondly, when used as a web proxy, it was my hope that westwood+ would help, and it wasn't.

Thirdly timestamping would help vpn over tcp when the router is the endpoint there.

Fourthly, certain network monitoring tools on the router continually update the web page,
and would benefit from better congestion control.

As you also note, having it on when rarely used anyway, means it isn't going to hurt...

Thus, timestamping being off by default is a bad idea. 

In some preliminary tests I saw no real difference in cpu usage with timestamping on, and a slight reduction in throughput (from about 94Mbit to 92.X Mbit) due to the increase in ack size.

But I now have several hundred gb of captures to throw out and some more thorough tests to re-run. I really hope to see westwood looking like westwood, in particular, now.

"
304,Dave Täht,2011-11-25 07:25:52.963752,"Dave Täht wrote:
> The other thing on my list is checking when things are timestamped, particularly in the wireless driver. Given the impact of queue length on wireless it would make more sense to timestamp when it enters the queue, rather than when it exits the device. My thought is we timestamp when it hits the device, and that would explain some things.

And the context of the above comment is not actually as applicable to APs but to stations..."
310,Dave Täht,2011-11-25 13:18:54.901154,"just feel the un-merged pain... there are dozens of machines here not in the mainline kernel.

cerowrt/target/linux/ar71xx/files/arch/mips/ar71xx"
310,Dave Täht,2011-11-25 13:21:00.318159,and basically the update to 3.2 moved a ton of dirs around.
312,Dave Täht,2011-11-28 05:07:38.211647,"At sub 70 ms RTTs this does mildly better - 3.5mbit upload vs 2.8, which is close enough
to 'benchmarker-proof' for me. At the same time I have to retry this in the same 
test enviroment as I was doing earlier...

<pre>
< BIGQDISC=""red min 1500 max 4500 probability 0.02 avpkt 800 limit 16000 burst 5 ecn""
---
> BIGQDISC=""red min 3000 max 6000 probability 0.02 avpkt 800 limit 24000 burst 5 ecn""
</pre>

"
312,Dave Täht,2011-11-28 05:38:06.364398,"Meh. I set machines to the desired 256 value rather than 8, and the script blows up... hopefully
just a bug. It takes forever to load without batch mode. With batch mode it's 100x faster, but
has to feed from a 1.6 Mbyte file..."
312,Dave Täht,2011-11-28 05:54:46.756551,"The biggest flaw in this is that you can accumulate one heck of a lot of acks before red even thinks about starting to maybe kick in, so downloads can starve uploads, and/or acks get seriously delayed in queue while FQ is happening elsewhere."
303,Dave Täht,2011-11-28 08:26:17.023505,"The latest versions of samba are at 3.61, and the resulting software
per-requisites and binaries are huge. 

What can be stripped out remains to
be seen.

There was a great deal of churn in the samba 3.0.X package of late,
which just stabilized, but I'm unsure if that will help any.

All we need is working wins support but whether that can be made to
work with the most current windows remains to be seen."
303,Dave Täht,2011-11-29 03:14:56.482681,"This work on 3.6 and the ongoing work on the 3.0 release are very encouraging.

https://dev.openwrt.org/ticket/9992"
312,Dave Täht,2011-11-30 14:10:46.492017,"I rewrote the qdisc generation script from shell to C and that portion of it completes in ms now rather than minutes.

the tc parser does pretty well in bulk mode, but that's the bottleneck now."
312,Dave Täht,2011-12-01 03:47:10.822899,"And I recently discovered that GSO on the e1000e was enabled by default, even at 100Mbit and below.

TSO gets disabled. Not GSO."
312,Dave Täht,2011-12-01 03:48:18.18237,"Sigh. What this does to an algorithm that kind of expects 1500 byte
packets, at MOST, or a qdisc that measures things in bytes, is looking
rather ugly.

commit 212b573f5552c60265da721ff9ce32e3462a2cdd
Author: Michał Mirosław <mirq-linux@rere.qmqm.pl>
Date:   Tue Feb 15 16:59:16 2011 +0000

    ethtool: enable GSO and GRO by default
    
    Signed-off-by: Michał Mirosław <mirq-linux@rere.qmqm.pl>
    Signed-off-by: David S. Miller <davem@davemloft.net>
"
314,David Taht,2011-12-01 10:48:27.951822,"I'm moving this over to the bug report system so we can discuss it
better there until we find resolution.

On Thu, Dec 1, 2011 at 6:21 PM, Jim Reisert AD1C <jjreisert@alum.mit.edu> wrote:
> On Wed, Nov 30, 2011 at 11:57 PM, Jim Reisert AD1C wrote:
>
>> Not quite yet.  On my wife's laptop (Windows XP), I can browse to
>> \\DESKTOP\My Documents (Windows 7).  I changed the path of the My
>> Documents folder on the laptop to be \\DESKTOP\My Documents. But when
>> I try to synchronize the folder on the laptop (to the Desktop),
>> Windows reports an error, saying the network path no longer exists.
>> This used to work when all the computers were on the same subnet.
>
> I have my own personal Windows XP laptop.  Even after configuring
> ""NetBIOS over TCP/IP"", the computer still could not see the workgroup!
>
> The only difference I can see between this computer and the other two
> wireless ones (one Windows 7, one XP) is that this one is on the
> 802.11G network, whereas the other two are on the 802.11N network.  I
> don't know if that makes any difference or not.  Its IP address is in
> the same subnet range as the other two wireless computers (ending with
> .64 through .95).

Hmm... No, there should be no difference, aside from the wireless
cards and drivers installed.

And there is (at present) no physical difference between the 'G' and
'N' networks, aside from the 2.4ghz radios being on the 64-96 range
and the 5.x ghz being on the 97-126 range.

I have - because I give up on trying to make g and n co-exist properly
- been considering actually putting them - at least for 5ghz - on
separate networks. The AQM strategies then become MUCH easier.

but this is totally unrelated to your ongoing difficulties.

I really do admire your persistence in this.

Can I get you to take a huge step back? I kind of
need to review everything you've tried and get a mental
picture and frankly the best thing for me to do would be
to somehow obtain an XP and vista box.

REBOOT EVERYTHING (std windows technique)

I've kind of lost track - do you have the ability to have
two identical (eg windows 7 or windows xp)
on either side of the network?

I'd like to eliminate the differences in OS version
from the equation.

plug in TWO windows 7 boxes - only - into
both sides. What happens then?

What do they do?



>
> - Jim
>
> p.s. I did notice that I had not configured all the interfaces in
> /etc/config/dhcp (se00, sw00, and sw10), so I updated this per the
> twiki page and rebooted.  This was all done before booting up the
> other XP laptop, so may not be a factor in this problem.
>"
314,David Taht,2011-12-01 10:59:02.530807,"samba is providing wins service and SHOULD also be
being elected a master browser at this point.

A way to tell if that is the case, is to, on the router


logread -F &

/etc/init.d/samba restart

and you should see a message go by saying that.


---------- Forwarded message ----------
From: Steinar H. Gunderson <sgunderson@bigfoot.com>
Date: Thu, Dec 1, 2011 at 7:35 PM
Subject: Re: [Bloat] Summary: Windows file sharing
To: bloat@lists.bufferbloat.net


On Thu, Dec 01, 2011 at 10:21:45AM -0700, Jim Reisert AD1C wrote:
> I have my own personal Windows XP laptop.  Even after configuring
> ""NetBIOS over TCP/IP"", the computer still could not see the workgroup!

Note that browsing (seeing the workgroup, being able to list other machines)
is separate from name resolution (hostname -> IP address). WINS only gives
you the latter.

Windows browsing information can generally not cross subnets unless you are
on a domain, you have a special browse master machine on each subnet
(configured to sync to each other), or you do special magic to the broadcast
packets.

/* Steinar */"
314,Robert Bradley,2011-12-01 16:53:37.354426,"According to the Samba documentation, the way to get this working would be to make the Samba server a Domain Master Browser (http://www.samba.org/samba/docs/man/Samba-HOWTO-Collection/NetworkBrowsing.html#DMB).  The required changes to smb.conf are:

<pre>
[global]
domain master = yes
local master = yes
preferred master = yes
os level = 65
</pre>

This would only work in the case where a domain server does not already exist on the network."
314,Dave Täht,2011-12-05 02:52:52.016916,"I have committed a version of samba 3.6.1 to the ceropackages repository. 

Aside from verifying that it does, indeed build, I am not presently in a position
to test it - or even build it - in any way, as the main cerowrt tree is temporarily
too unstable for even me to use. If you have the ability to build cerowrt-rc7 - and would
like to play with this highly experimental - but hopefully thoroughly compatable! 
package, you can do a

cd your ceropackages repo
git pull
cd your cerowrt repo
./scripts/feeds update
./scripts/feeds install samba3x-server
make menuconfig
select the network section, below that will be options to build samba3x. client and server

When your custom build is done, you can install it via opkg
"
303,Dave Täht,2011-12-05 03:01:14.104692,I have folded the latest work from the openwrt universe into the ceropackages repository.
310,Dave Täht,2011-12-05 03:02:57.960986,"It turned out I had deeper problems. It turned out all of 3.1.1 was failing to build.

Still unfixed. 

3.0 is also failing to build. "
301,Dave Täht,2011-12-05 03:06:22.15009,"And it turned out RED was busted. Folding the patch back into cerowrt will not be a problem, but as usual with bugs of this kind, I have to throw out a month's worth of results.

I am building a version of both net-next for x86_64 and folding in this patch into cerowrt-rc8

commit 1ee5fa1e9970a16036e37c7b9d5ce81c778252fc
Author: Eric Dumazet <eric.dumazet@gmail.com>
Date:   Thu Dec 1 11:06:34 2011 +0000

    sch_red: fix red_change
    
    Le mercredi 30 novembre 2011 à 14:36 -0800, Stephen Hemminger a écrit :
    
    > (Almost) nobody uses RED because they can't figure it out.
    > According to Wikipedia, VJ says that:
    >  ""there are not one, but two bugs in classic RED.""
    
    RED is useful for high throughput routers, I doubt many linux machines
    act as such devices.
    
    I was considering adding Adaptative RED (Sally Floyd, Ramakrishna
    Gummadi, Scott Shender), August 2001
    
    In this version, maxp is dynamic (from 1% to 50%), and user only have to
    setup min_th (target average queue size)
    (max_th and wq (burst in linux RED) are automatically setup)
    
    By the way it seems we have a small bug in red_change()
    
    if (skb_queue_empty(&sch->q))
        red_end_of_idle_period(&q->parms);
    
    First, if queue is empty, we should call
    red_start_of_idle_period(&q->parms);
    
    Second, since we dont use anymore sch->q, but q->qdisc, the test is
    meaningless.
    
    Oh well...
    
    [PATCH] sch_red: fix red_change()
    
    Now RED is classful, we must check q->qdisc->q.qlen, and if queue is empty,
    we start an idle period, not end it.
    
    Signed-off-by: Eric Dumazet <eric.dumazet@gmail.com>
    Signed-off-by: David S. Miller <davem@davemloft.net>
"
301,Dave Täht,2011-12-05 03:21:41.06382,"Also a major problem is that the current linux packet schedulers are scheduling 'superpackets' - full GSO and TSO offloads - up to 64k- through the scheduler.

The effect this has on any attempt to classify or schedule packets has to be seen to be believed.
A 64*k* 'packet', followed by a 64 *byte* packet, is a 1000x1 ratio. Mere packet oriented schedulers, like PFIFO_fast, survive this abuse, but the effect on packets marked background
or priority, over best effort, is correspondingly, um, 'enhanced'.

Spitting this sort of abuse through a grouping scheduler such as SFB or SFQ is really bad, as the above effect is magnified. All packet schedulers that try to do something with bytes rather
than packets, are similarly problematic.


We never figured out how to handle jumbo frames outside the datacenter in the first place. 

People doing AQM analysis work work MUST turn off TSO and GSO in order to get a sane result - 
and if you merely turn off TSO, GSO will rise in it's stead on some devices, and bite you. 

(yes, this happened to me)

Even if the device says it's turning TSO off (because it's running at sub 100Mbit speeds)

(this was on the e1000e driver, at least, while I was manually setting it below 100Mbit for testing), gso stays on.

The way to turn off both is:

<pre>
ethtool -K tso off
ethtool -K gso off
</pre>

commit 212b573f5552c60265da721ff9ce32e3462a2cdd
Author: Michał Mirosław <mirq-linux@rere.qmqm.pl>
Date:   Tue Feb 15 16:59:16 2011 +0000

    ethtool: enable GSO and GRO by default
    
    Signed-off-by: Michał Mirosław <mirq-linux@rere.qmqm.pl>
    Signed-off-by: David S. Miller <davem@davemloft.net>

If it were up to me, I'd revert half this commit, with a message like:

""Disable GSO by default""

Disable GSO until the effects of unleashing superpackets on the global internet
as a whole is better understood by theorists and network designers, and
the Linux scheduler is revised to handle them properly.





"
201,David Taht,2011-12-06 08:39:08.725721,"This is the second of a series of emails discussing things that may be
dropped from the next release of cerowrt, and is intended to open the
discussion, only.

The goal is to find better ways to focus on fixing bufferbloat.

While I personally find babel very useful, as well as AHCP, convincing
anyone that these two bleeding edge technologies are worthwhile on
places like the homenet mailing list is an incredible struggle. The
consensus there appears to be leaning towards ospf, not that anyone on
that list has bothered to test that, either. We have had the ability
to use ospf in the system since day one as an optional package.
Routing, actually, is not needed in simple setups.

Other problems:

1) The AHCP package in openwrt keeps breaking. It broke of the late
rc7-smoketest6-ish series, and so far as I know, hasn't been fixed.

1a) The gui interface, even when the package was working, is equally
problemantic

2) Firewalling remains REALLY problematic with both babel and AHCP.
More often than not, you end up with stuff
that doesn't work.

3) Packet loss as a metric appears to not be a good metric anymore.

4) As much as I enjoy mesh networking,  the few people that have tried
to set it up independently that I know of, have all failed.

And lastly,

5) As pointed out during a test in brussels, cerowrt itself has become
too complex even for someone familiar with openwrt to deal with it.

So with no real users of these subsystems in the field, these two
packages can be safely dropped.

There were some positive benefits to being able to test ad-hoc mode,
having the interfaces available at all times, etc, but deleting the
extra interfaces and firewall complexity would help.

While I believe that a pure mesh environment works a LOT better than a
pure 'as we know networking today' environment, however, the attempt
thus far,
of merging the 'best of' the two, seems to be worse, than either.

This eliminates having to fix bugs #252, #110, #112, #201, and I've
never got around to mentioning how much I was hoping for dhcp/ahcp
integration."
314,Robert Bradley,2011-12-06 13:40:43.932374,"Having tried setting my Linux machine up as a PDC earlier today, I have the unfortunate news that I could not achieve cross-subnet browsing.  The news gets worse though.  According to http://support.microsoft.com/kb/117633, simply having a domain controller is not enough, as reading the Samba documentation seemed to suggest.  You need to have the machines actually joined to the domain too.  This is a real problem for home users using CeroWRT, not least because the home editions of Windows cannot join domains.

So, Steinar is entirely correct in saying that packet replication and/or magic is needed to achieve this (or a proper domain, which is not an option).  Using ""remote browser sync = <cerowrt router interfaces>"" may work for this, but may also successfully tie Samba up in knots talking to itself."
317,David Taht,2011-12-06 19:58:49.724384,"On Tue, Dec 6, 2011 at 8:33 PM,  <david@lang.hm> wrote:
> Again, what are you trying to address? there are a lot of issues with IPv6,
> do you want to be working to solve those, or do you want to focus on
> bufferbloat.

In the early days...

We found that ECN and TOS (diffserv) were not being
handled correctly in the linux stack under ipv6.

There were routing and encapsulation problems, as well.

All that stuff is fixed upstream now. I'm happy.

Nor, applications that wanted to use prioritization understood
that they needed to use IPV6_TCLASS to do that on IPv6
sockets, not IP_TOS. That's fixed now also in openssh and
dropbear, babel, and AHCP. And all that's upstream, too.
I'm happier. :) Hopefully other application writers will see
how easy it is to do (see bug

http://www.bufferbloat.net/issues/249

) - and gradually incorporate one liner fixes like that
into their products.

I think, but am not sure, a fix is in the works for making IPv6
mapped sockets do more of the right thing in these cases
as well.

This reminds me, IPv6 + diffserv is *not* being handled
at all STILL in the wireless component of the stack.
If you do voip over IPv6, as an example it's being
tossed into the hardware BE queue, not the VO queue.

I really need to get around to pushing that patch up.

To fork off into the diffserv problem a bit harder:

It is certainly silly to have the one end-to-end technology that really
benefits from 'EF' being set AND from running over IPv6 to be so
de-prioritized.

The easy part of that patch is merely getting the IPv6 + diffserv part to work,
the hard part is getting something more comprehensive in place
to do diffserv at leat 95% *right*, as opposed to the half-assed
sorta-tos-like implementation we have now.

I'd like to see someone take implementing a rollup of the
diffserv standard into the linux kernel as a project, as
well as finding a clean way to map it into 802.1q and 802.11e.

For example, the less than complete implementation
on wireless doesn't do the right thing with the 'IMM' bit, tossing interactive
packets (like, for example, ssh) also into the BE hardware queue
rather than someplace saner like VI.

I have some patches towards implementing diffserv sanely, based on the
drafts here and here -

https://github.com/dtaht/Diffserv/issues/5#issuecomment-2133541

http://www.bufferbloat.net/projects/bloat/wiki/Diffserv_RFC

(actually, I tossed the iptables method entirely and decided tc was
closer to the right thing)

but have not got around to finishing them. I'm not the right guy to do so,
actually, as it would require buy-in from netdev, the netfilter guys, and
linux-wireless.

(my diffserv attempt was basically triggered by my observation of the VO queue
 not being used for ipv6, and grew into a time-sucking rathole)

Anyway, so long as whatever approach taken towards diffserv did
take ipv6 into account, this component of the project can
be handled on 'normal', not embedded systems, done well,
and done by someone(s) else.

>
> if openWRT supports IPv6 you should not remove it, but don't go out of your
> way to provide anything more than openwrt includes unless it directly
> supports your goal.

In my opinion, getting IPv6 to work well requires a level of investment
and involvement well beyond that of the last major project that took it
on (japan's wide project), government and industry-wide funding,
and a focus on the problems induced by actual day to day usage.

While all the above accomplishments thus far *help* put
ipv6 on a more level playing field with ipv4, and indicate
the value of 'a' project that tries hard to treat the two protocols
equally, this cerowrt project does not necessarily need to
continue stressing ipv6 at all on the non-existent budget
we have.

We can fix many bufferbloat-induced problems and get ipv6
working better (now that the above fixes are in place),
for 'free'. Continued testing of course, would be helpful
and no doubt continually improve ipv6's behavior,
but it's a lot of additional effort that can be better expended
on stuff that is more crucial to the main goals."
314,Dave Täht,2011-12-07 14:53:09.227493,"The link I read said wins was the answer.

""You cannot browse domains on other subnets where the browse masters are not listed in the LMHOSTS file. As an alternative to this, you can use the Windows Internet Naming Service (WINS)."" "
314,Robert Bradley,2011-12-07 17:26:57.599044,"I was working from:

""Windows NT or WFW workgroups cannot span multiple subnets. Workgroups can view only other workgroups on the local subnet.""

and assumed the text you quoted meant that the full domain setup was needed.  Looking at it again tonight, I managed to get this partially working at home.  Unlike earlier, I used the Samba server as both PDC and WINS server.  The setup was:

Subnet 1 (192.168.1.0/25): Windows 7 Ultimate (192.168.1.3)+Samba server (192.168.1.2, routing between networks)
Subnet 2 (192.168.1.128/25): Windows XP Home (192.168.1.131)+Samba server (192.168.1.129)

This works."
305,David Taht,2011-12-08 00:20:52.026073,"This is the 6th in a series of mails doing a post-mortem and rethink
of what is in cerowrt.

Basically I think the 2.4ghz spectrum is beyond hope. Everywhere I've
been there are dozens of radios all on all the channels available, all
competing, all interfering, and the difference in performance results
I get minute to minute, hour to hour varies so wildly that in order to
get a good picture of how basic 2.4ghz performance worked I had to go
to remote valley in france where there was no competing signals to
deal with.

There I got pretty equivalent results between 2.4ghz and 5. The rest
of the time, not so much.

As for wireless-g vs n, the current architecture of the mac80211 stack
buries packet aggregation so deeply within it that the two
technologies are very incompatible. It also bothers me that management
frames are buried so deeply, too.

The only places I've been this year that had a functional wireless
network, rigorously divided up the SSIDs into g, n, ipv4 and ipv6
specific parts, and were using Cisco hardware.

I don't see the need to have separate SSIDs for 4 and 6, but I think
g+QFQ, and n+SFQ might do better in the general case on an AP.

QFQ would work well on client machines, particularly with n, to break
up packet bursts more sanely into multiple streams. SFQ, less so. I'd
rather pursue QFQ on the clients as it better 'shreds' competing
bursts. I'd like others to play with it too.

and in all cases getting to where something BQL-like + Time in Queue
on top of those two techniques will help most of all,
but better feedback loops and means of determining bandwidth
differences between destinations are kind of required.

And doing MUCH better classification into the hardware queues would be
good, too.

So in the next release of cerowrt I'm planning on having a separate
n-only or g-only SSID available on the 5ghz channel, and
to experiment with the above qdiscs. I sort of have some major ANT and
DSCP specific classifier code that I plan to polish up.

as for BQL and Time in Queue, that work is only just beginning and I
hope to track it closely.  As to how to make it apply to wireless,
I look forward to the engineering debate(s). It's a ton of work."
271,Noel Grandin,2011-12-08 01:12:54.863487,"The rngd daemon can introduce entropy:
http://linux.die.net/man/8/rngd

And here is a hack for using wireless data to do so:
http://bredsaal.dk/generating-entropy-with-a-wireless-network-card

Otherwise, ask nicely on the linux-network mailing list, or the linux-wireless mailing list
http://vger.kernel.org/vger-lists.html#netdev
http://linuxwireless.org/en/developers/MailingLists"
305,David Taht,2011-12-08 04:48:46.735893,"note, that I do try on occasion to capture stuff into the bug tracker
When you see something like [#305] in the subject
or cerowrt ccd, it goes there...

That said, I have to not surprise people with that 'feature'.


On Thu, Dec 8, 2011 at 1:46 PM, Dave Taht <dave.taht@gmail.com> wrote:
> On Thu, Dec 8, 2011 at 1:25 PM,  <david@lang.hm> wrote:
>> On Thu, 8 Dec 2011, Dave Taht wrote:
>>
>>> On Thu, Dec 8, 2011 at 12:51 PM,  <david@lang.hm> wrote:
>>>>
>>>> On Thu, 8 Dec 2011, Dave Taht wrote:
>>>
>>>
>>>> this puzzles me.
>>>>
>>>> splitting 2.4G and 5G into different different networks (broadcast
>>>> domains)
>>>> is a huge win. cince I can't find any open implementation fo band
>>>> steering,
>>>> this requires putting the two bands on different SSIDs.
>>>
>>>
>>> Oh, god no, I'm not dropping that. Having those split AND off the wired
>>> network is staying in...
>>>
>>>> but I don't understand why there is a big problem with G and N sharing
>>>> the
>>>> same SSID.
>>>
>>>
>>> Because you can fully FQ G, and if you do that to N, it messes up
>>> aggregation.
>>
>>
>> I don't recognize the term ""FQ"".
>
> Fair Queue
>
> http://info.iet.unipi.it/~luigi/qfq/ in this case.
>
>>
>> when you say it messes up aggregation, do you mean combining two channels
>> togeather for higher throughput or something else?
>
> No, the way the driver is structured it swallows as many packets as are
> aggregatable for a given destination, then ships them. If you instead
> try to do the right thing - which is to break up packet bursts into
> as tiny pieces as possible, aggregation goes to heck. What you want
> to do is aggregate fair queued packets for a given destination, at a
> size that will fit (up to 64 packets or 64kbytes) at the rate the wireless
> interface is running at.
>
> As a result nobody does FQ, nor AQM, on wireless n, where it is
> so desparately needed.
>
>>
>> I was assuming that if you are running a mized network you only use a single
>> channel for N. If you are using multiple channels for N they should be a
>> separate SSID, just from the fact that you are using two channels for N but
>> only one for G (which one would be the question)
>
> One channel for both N and G in this case. Only one radio for 5ghz.
>>
>>>>
>>>> there is some
>>>
>>>
>>> Some?
>>
>>
>> some, but it's an unavoidable feature of wireless communication. You can
>> consider turning off some modulation types, but since the clients
>> automatically fall back to slower modulation types when there is a problem,
>> the result will be failed connections.
>
> To give you an idea, at 5ghz I'm capable with cerowrt at achieving 150Mbits
> with TCP - in the clean air here.
>
> At 2.4, it's rare I can get more than 20, and fairly often much less than that.
>
> Any given test I run regarding wireless simply is not repeatable if I do it
> on 2.4ghz.
>
> I can usually 'hear' more than 30 access points at my apt, as another
> example.
>
>
>>
>> now, this may still be the right thing to do, because the failback to a
>> slower modulation type works well for weak signal situations, but in a high
>> density situation (which is basically every 2.4G deployment in the real
>> world nowdays), taking longer to send the same data just means that you are
>> more vunerable to another transmitter clobbering you, so it actually
>> decreases reliability.
>
> yes, minstrel rocks.
>>
>> David Lang
>>
>>
>>>> grief with having different speeds on the same channel, but
>>>> only in that the same amount of data will take longer to transmit
>>>> (causing
>>>> problems with predicting how long the queue is in terms of time as it
>>>> will
>>>> vary on the destintation), but even if you stick with G for example, it
>>>> can
>>>> transmit at 54, 48, 36, 24, 18, 12, 6, 1 Mb/s. adding N just adds some
>>>> higher speeds to this. If the devices are configured sanely, they should
>>>> be
>>>> transmitting the header for a G frame to reserve the air time and then
>>>> sending the N frame inside of that. this has a slight overhead compared
>>>> to a
>>>> pure N network, but it doesn't matter if the G network is on the same
>>>> SSID
>>>> or on a different one, the problem is sharing the airtime on the channel.
>>>
>>>
>>> It's a packet scheduler test more than anything else.
>>>
>>>> David Lang
>>>
>>>
>>>
>>>
>>>
>>
>
>
>"
314,Robert Bradley,2011-12-08 07:15:57.322563,"Two things to note from last night's experimentation:

1.

Make sure SMB traffic from the remote subnet is not firewalled off!

2.

If the WINS server is not set up correctly, but the Samba server is browse master on all the subnets, you can still get all the machines to show up with ""net view"".  However, actually resolving those names will fail.  For example, ""net view \\computer"" in Windows will fail with error 53 (path not found).  Using the IP address works fine.

My working /etc/samba/smb.conf file had the following:

<pre>
[global]
# ""domain logons"" overkill?
domain logons = yes
domain master = yes
local master = yes
preferred master = yes
os level = 255
wins support = yes
</pre>

That last line is essential for enabling the WINS server.  On OpenWRT/CeroWRT, this block must be added to the file ""/etc/samba/smb.conf.template""."
314,Dave Täht,2011-12-08 10:45:45.709506,"thx for beating your brains out on this further. What version of samba are you using?

"
129,Dave Täht,2011-12-08 11:23:01.125141,I need to dump all the kinds of testing I do manually out of my head and start finding ways to automate them.
314,Robert Bradley,2011-12-08 11:26:33.961607,"This was using the Ubuntu 11.10 (oneiric) samba package, so it's Samba 3.5.11."
201,Juliusz Chroboczek,2011-12-08 12:35:49.286471,"Fully agree.  I think that CeroWRT should focus on the bufferbloat problem, and mesh networking is only tangentially related to that.

-- jch
"
113,David Taht,2011-12-09 00:00:38.06453,"Ya know, that's pretty clever. 8.8.8.8 is blocked in some places, as is ntp,
but, yea...

(cc-ing the bug)

On Fri, Dec 9, 2011 at 9:02 AM, Ross Boswell <drb@med.co.nz> wrote:
> Dear Jim and Dave
>
> I read with interest your Cerowrt document from the 25 Oct meeting.
>
> I wonder about this:
>
> Headache: no TOY (time of year) clock in home routers: how
> do you get approximate time to bring up DNSsec?
> You can't do DNS lookups until DNSsec is running, and you need
> to do DNS lookups to get the time...
>
> The following works to set the initial time on a ubuntu box for me:
>
> root@nomad:~#ntpdate-debian `dig @8.8.8.8 +short nist1-ny.ustiming.org nist1-jy.ustiming.org`
>
> 8.8.8.8 is of course Google's open-access nameserver and it seems very reliable.
> I use the NIST timeservers but you can put any string of timeserver names here --
> ntp uses the first it can get a response from.
>
> Is this a feasible solution for you?
>
> Cheers -- Ross
> ---
> Ross Boswell
> 148 Quay St
> Auckland 1010
> New Zealand
> phone  +64 9 368 1195
> mobile +64 21 402 142"
201,Dave Täht,2011-12-09 00:39:05.042305,"Thank you for your concurrance. 

I note that nuking this entirely will require a serious rethink and re-org of [[BloatLab 1]]. The prospect of having to manage all the complexity over there without a routing protocol in place is daunting. Distributing new addresses via ahcp and using babel to cope with it made it possible. 

I also note that doing things like udp flooding would frequently cause babel to view the network as 'down', and this problem will extend out to alternate protocols. The CS6 patch helped with that. 

Fixing bufferbloat will help more, as will doing better hardware queue classification.

The CS6 patch has also made it into quagga, and this reduces the problem in that protocol set significantly.

I do not plan on upgrading the bloatlab for some time, but as using a different protocol is an all-or nothing choice I really don't know what to do about that choice, at present.

That said, the AHCP package in particular needs some more time to 'bake'."
33,Dave Täht,2011-12-09 02:42:18.884719,What on earth can we do to get the business press to pay attention?
201,Juliusz Chroboczek,2011-12-09 03:45:07.547296,"> That said, AHCP in particular needs some more time to 'bake'.

Just to clarify -- AHCP and the ahcpd implementation are pretty mature.  It's the OpenWRT packaging of ahcpd that needs improved.

--jch
"
113,Evan Hunt,2011-12-09 07:43:23.342156,"Leave 8.8.8.8 out of it -- you've got a resolver, it's just not validating because the time isn't set.  ""dig +short +cd <NTP server>"" will get you an address.  (I think I already suggested this workaround, though I didn't think of using it as an argument to ntpdate, which is quite clever.  My suggestion was to write the address into an ntp.conf file; this is better.)"
323,Dave Täht,2011-12-12 00:08:42.233188,"closed: see https://dev.openwrt.org/ticket/10548

Unclean tree at that point in time.

<pre>
./scripts/feeds update luci; ./scripts/feeds uninstall libiwinfo iwnfo; svn up; make defconfig; make package/iwinfo/clean world V=99
</pre>"
310,Dave Täht,2011-12-12 00:10:46.893721,"3.1.5 finally built after backing out multiple changes to find the problem, and getting a new patchset from the net.

"
113,David Taht,2011-12-14 03:17:59.227791,"PROGRESS!!!!!!!

-------- Original Message --------
Subject: Re: [DNSSEC-Tools] #145: ntp could use patches to use dnssec-tools
Date: Wed, 14 Dec 2011 11:16:39 -0000
From: DNSSEC-Tools <trac@dnssec-tools.org>
Reply-To: trac@dnssec-tools.org
CC: bugs@dnssec-tools.org

#145: ntp could use patches to use dnssec-tools
---------------------------+----------------------
  Reporter:  dave.taht@…   |      Owner:  hserus
      Type:  enhancement   |     Status:  assigned
  Priority:  major         |  Milestone:
 Component:  dnssec-tools  |    Version:
Resolution:                |   Keywords:
---------------------------+----------------------

Comment (by hserus):

 We submitted a patch a week or so ago, but there hasn't been any feedback
 from the ntp folks yet. In the meantime you could grab the patch from
 http://bugs.ntp.org. search for bug 2077

 It will need an updated version of libval though, currently available
 through svn but will be in a release soon."
113,Dave Täht,2011-12-14 06:39:08.732983," From my admittedly sketchy review of the patch, while it enables dnssec
 validation, and shows how to do it - for which I'm grateful! - it doesn't
 appear to solve the bootstrapping problem that I described - if you have
 invalid time in the first place, on starting ntp with -g it should turn
 off validation until it gets valid time, then it can turn it on again.

 I will apply it and fiddle with it next week, but if you could
 confirm/deny my reading it would cheer me up.

(posted same message to dnssec-tools bugtracker) "
